percentTest,angles,n,normalize,smoothingWindowSize,rotate,datasetId,c,tolerance,sd,batches,Tr,Tr(sd),Te,Te(sd)
0.85,False,32,True,2,False,letters_numbers_numbers2,10,0.01,128,10000,0.00,0.00,0.00,0.00
0.1,False,32,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,99.74,0.00,95.83,2.57
0.3,False,32,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,99.74,0.00,95.83,1.14
0.5,False,32,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,99.81,0.01,93.70,0.01
0.7,False,32,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,92.33,0.65
0.85,False,32,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,97.84,0.67,78.21,2.76
0.1,False,32,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,96.30,0.86
0.3,False,32,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,96.14,0.31
0.5,False,32,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,94.26,0.06
0.7,False,32,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,92.59,0.08
0.85,False,32,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,87.64,0.04
0.1,False,32,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,96.30,2.79
0.3,False,32,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,95.22,1.17
0.5,False,32,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,94.54,0.27
0.7,False,32,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,93.65,0.35
0.85,False,32,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,88.07,1.68
0.1,False,32,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,37.55,0.03,31.94,0.64
0.3,False,32,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,21.76,0.12,17.28,0.88
0.5,False,32,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,3.98,0.37,2.50,0.08
0.7,False,32,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,0.00,0.00,0.00,0.00
0.85,False,32,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,0.00,0.00,0.00,0.00
0.1,False,32,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,97.94,0.01,94.44,8.36
0.3,False,32,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,98.28,0.03,92.59,0.50
0.5,False,32,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,97.41,0.06,90.46,0.21
0.7,False,32,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,91.05,0.74,75.93,0.11
0.85,False,32,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,61.73,0.10,31.97,0.89
0.1,False,32,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,99.74,0.00,97.22,2.57
0.3,False,32,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,99.93,0.00,95.22,0.60
0.5,False,32,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,99.81,0.03,94.44,1.26
0.7,False,32,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,99.69,0.02,91.07,0.37
0.85,False,32,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,99.38,0.10,81.86,1.79
0.1,False,32,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,98.15,1.50
0.3,False,32,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,96.45,0.31
0.5,False,32,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,94.72,0.03
0.7,False,32,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,92.39,0.84
0.85,False,32,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,87.80,1.20
0.1,False,64,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,99.90,0.00,96.30,2.79
0.3,False,64,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,99.93,0.00,94.29,1.60
